ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Q6PFX9	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase(Tnks)	Mus musculus		m_telPathway:Telomeres, Telomerase, Cellular Aging, and  Immortality,		GO:0000209~protein polyubiquitination,GO:0006471~protein ADP-ribosylation,GO:0006810~transport,GO:0007049~cell cycle,GO:0007067~mitotic nuclear division,GO:0015031~protein transport,GO:0016055~Wnt signaling pathway,GO:0018105~peptidyl-serine phosphorylation,GO:0018107~peptidyl-threonine phosphorylation,GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051028~mRNA transport,GO:0051225~spindle assembly,GO:0051301~cell division,GO:0051973~positive regulation of telomerase activity,GO:0070198~protein localization to chromosome, telomeric region,GO:0070212~protein poly-ADP-ribosylation,GO:0070213~protein auto-ADP-ribosylation,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:1904355~positive regulation of telomere capping,GO:1904357~negative regulation of telomere maintenance via telomere lengthening,GO:1904743~negative regulation of telomeric DNA binding,GO:1904908~negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric,	GO:0000139~Golgi membrane,GO:0000775~chromosome, centromeric region,GO:0000781~chromosome, telomeric region,GO:0000784~nuclear chromosome, telomeric region,GO:0000922~spindle pole,GO:0005634~nucleus,GO:0005643~nuclear pore,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0016020~membrane,	GO:0003950~NAD+ ADP-ribosyltransferase activity,GO:0008270~zinc ion binding,GO:0016740~transferase activity,GO:0016757~transferase activity, transferring glycosyl groups,GO:0042393~histone binding,GO:0046872~metal ion binding,	IPR001660:Sterile alpha motif domain,IPR002110:Ankyrin repeat,IPR012317:Poly(ADP-ribose) polymerase, catalytic domain,IPR013761:Sterile alpha motif/pointed domain,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,SM00454:SAM,	3D-structure,ADP-ribosylation,Alternative splicing,ANK repeat,Cell cycle,Cell division,Centromere,Chromosome,Complete proteome,Cytoplasm,Cytoskeleton,Glycosyltransferase,Golgi apparatus,Membrane,Metal-binding,Mitosis,mRNA transport,NAD,Nuclear pore complex,Nucleus,Phosphoprotein,Protein transport,Reference proteome,Repeat,Telomere,Transferase,Translocation,Transport,Ubl conjugation,Wnt signaling pathway,Zinc,
Q68CZ2	tensin 3(TNS3)	Homo sapiens				GO:0008284~positive regulation of cell proliferation,GO:0016477~cell migration,GO:0035556~intracellular signal transduction,GO:0048286~lung alveolus development,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005925~focal adhesion,	GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR000008:C2 calcium-dependent membrane targeting,IPR000980:SH2 domain,IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR006020:Phosphotyrosine interaction domain,IPR011993:Pleckstrin homology-like domain,IPR013625:Tensin phosphotyrosine-binding domain,IPR014020:Tensin phosphatase, C2 domain,IPR020454:Diacylglycerol/phorbol-ester binding,				SM00109:C1,SM00252:SH2,SM00404:PTPc_motif,SM00462:PTB,SM01326:SM01326,	Alternative splicing,Cell junction,Complete proteome,Metal-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,SH2 domain,Zinc,	chain:Tensin-3,compositionally biased region:Poly-Ser,domain:C2 tensin-type,domain:Phosphatase tensin-type,domain:SH2,modified residue,sequence conflict,sequence variant,splice variant,
Q99J59	tetraspanin 1(Tspan1)	Mus musculus				GO:0007166~cell surface receptor signaling pathway,GO:0008283~cell proliferation,GO:0016477~cell migration,GO:0045807~positive regulation of endocytosis,GO:0050821~protein stabilization,	GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031982~vesicle,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,		IPR000301:Tetraspanin,IPR008952:Tetraspanin, EC2 domain,IPR018499:Tetraspanin/Peripherin,IPR018503:Tetraspanin, conserved site,			PIRSF002419:tetraspanin,		Complete proteome,Glycoprotein,Lysosome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	chain:Tetraspanin-1,glycosylation site:N-linked (GlcNAc...),transmembrane region,
Q9CSP9	tetratricopeptide repeat domain 14(Ttc14)	Mus musculus						GO:0003676~nucleic acid binding,GO:0005515~protein binding,	IPR003029:Ribosomal protein S1, RNA-binding domain,IPR011990:Tetratricopeptide-like helical,IPR012340:Nucleic acid-binding, OB-fold,IPR013026:Tetratricopeptide repeat-containing domain,IPR019734:Tetratricopeptide repeat,				SM00028:TPR,	Alternative splicing,Coiled coil,Complete proteome,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,TPR repeat,	chain:Tetratricopeptide repeat protein 14,compositionally biased region:Ser-rich,domain:S1 motif,modified residue,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,repeat:TPR 4,sequence conflict,splice variant,
Q9DAC7	tetratricopeptide repeat domain 32(Ttc32)	Mus musculus							IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR013105:Tetratricopeptide TPR2,IPR019734:Tetratricopeptide repeat,				SM00028:TPR,	Complete proteome,Reference proteome,Repeat,TPR repeat,	chain:Tetratricopeptide repeat protein 32,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,
Q5R811	thioredoxin interacting protein(TXNIP)	Pongo abelii				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006606~protein import into nucleus,GO:0006979~response to oxidative stress,GO:0007049~cell cycle,GO:0030216~keratinocyte differentiation,GO:0048008~platelet-derived growth factor receptor signaling pathway,GO:0051782~negative regulation of cell division,GO:0071228~cellular response to tumor cell,	GO:0005737~cytoplasm,	GO:0004857~enzyme inhibitor activity,	IPR011021:Arrestin-like, N-terminal,IPR011022:Arrestin C-terminal-like domain,IPR014756:Immunoglobulin E-set,				SM01017:SM01017,	Cell cycle,Complete proteome,Cytoplasm,Disulfide bond,Isopeptide bond,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,Tumor suppressor,Ubl conjugation,	chain:Thioredoxin-interacting protein,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),modified residue,
Q9FPH3	threonine aldolase 2(THA2)	Arabidopsis thaliana				GO:0006520~cellular amino acid metabolic process,GO:0006545~glycine biosynthetic process,GO:0006567~threonine catabolic process,	GO:0005634~nucleus,GO:0005829~cytosol,	GO:0004793~threonine aldolase activity,GO:0008732~L-allo-threonine aldolase activity,GO:0016829~lyase activity,	IPR001597:Aromatic amino acid beta-eliminating lyase/threonine aldolase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,IPR023603:Threonine aldolase,	ath00260:Glycine, serine and threonine metabolism,ath01100:Metabolic pathways,ath01110:Biosynthesis of secondary metabolites,ath01130:Biosynthesis of antibiotics,ath01230:Biosynthesis of amino acids,		PIRSF017617:threonine aldolase,		Alternative splicing,Complete proteome,Lyase,Pyridoxal phosphate,Reference proteome,
Q62733	thymopoietin(Tmpo)	Rattus norvegicus				GO:0006355~regulation of transcription, DNA-templated,GO:0031468~nuclear envelope reassembly,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005635~nuclear envelope,GO:0005637~nuclear inner membrane,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031965~nuclear membrane,	GO:0003677~DNA binding,GO:0005515~protein binding,GO:0005521~lamin binding,	IPR003887:LEM domain,IPR011015:LEM/LEM-like domain,IPR013146:LEM-like domain,				SM00540:LEM,SM01261:SM01261,	Acetylation,Chromosome,Complete proteome,Direct protein sequencing,DNA-binding,Membrane,Nucleus,Phosphoprotein,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:Lamina-associated polypeptide 2, isoform beta,domain:LEM,domain:LEM-like,modified residue,region of interest:Binds lamins B,region of interest:Linker,region of interest:NAKAP95-binding C,region of interest:NAKAP95-binding N,region of interest:Nucleoplasmic,topological domain:Lumenal,transmembrane region,
Q569Z6	thyroid hormone receptor associated protein 3(Thrap3)	Mus musculus				GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0000956~nuclear-transcribed mRNA catabolic process,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006367~transcription initiation from RNA polymerase II promoter,GO:0006397~mRNA processing,GO:0007623~circadian rhythm,GO:0008380~RNA splicing,GO:0030518~intracellular steroid hormone receptor signaling pathway,GO:0030521~androgen receptor signaling pathway,GO:0042753~positive regulation of circadian rhythm,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048026~positive regulation of mRNA splicing, via spliceosome,GO:0048255~mRNA stabilization,GO:0048511~rhythmic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016592~mediator complex,GO:0016607~nuclear speck,GO:0035145~exon-exon junction complex,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0001046~core promoter sequence-specific DNA binding,GO:0001104~RNA polymerase II transcription cofactor activity,GO:0003712~transcription cofactor activity,GO:0003713~transcription coactivator activity,GO:0004872~receptor activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0044822~poly(A) RNA binding,GO:0046966~thyroid hormone receptor binding,GO:0051219~phosphoprotein binding,	IPR018545:Btz domain,IPR026667:Thyroid hormone receptor-associated protein 3,					Acetylation,Activator,ATP-binding,Biological rhythms,Complete proteome,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleotide-binding,Nucleus,Phosphoprotein,Proteomics identification,Receptor,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:Thyroid hormone receptor-associated protein 3,compositionally biased region:Arg-rich,compositionally biased region:Ser-rich,modified residue,nucleotide phosphate-binding region:ATP,
F1LP64	thyroid hormone receptor interactor 12(Trip12)	Rattus norvegicus				GO:0006281~DNA repair,GO:0006974~cellular response to DNA damage stimulus,GO:0009790~embryo development,GO:0016567~protein ubiquitination,GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:1901315~negative regulation of histone H2A K63-linked ubiquitination,GO:2000780~negative regulation of double-strand break repair,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0004842~ubiquitin-protein transferase activity,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0046966~thyroid hormone receptor binding,	IPR000569:HECT,IPR004170:WWE domain,IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR018123:WWE domain, subgroup,	rno04120:Ubiquitin mediated proteolysis,			SM00119:HECTc,SM00678:WWE,	Acetylation,Alternative splicing,Complete proteome,DNA damage,DNA repair,Ligase,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ubl conjugation pathway,
P14650	thyroid peroxidase(Tpo)	Rattus norvegicus				GO:0006590~thyroid hormone generation,GO:0006979~response to oxidative stress,GO:0033993~response to lipid,GO:0035162~embryonic hemopoiesis,GO:0042446~hormone biosynthetic process,GO:0042744~hydrogen peroxide catabolic process,GO:0055114~oxidation-reduction process,GO:0071732~cellular response to nitric oxide,GO:0098869~cellular oxidant detoxification,	GO:0005615~extracellular space,GO:0005739~mitochondrion,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,	GO:0004447~iodide peroxidase activity,GO:0005509~calcium ion binding,GO:0020037~heme binding,	IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000436:Sushi/SCR/CCP,IPR000742:Epidermal growth factor-like domain,IPR001881:EGF-like calcium-binding,IPR010255:Haem peroxidase,IPR013032:EGF-like, conserved site,IPR018097:EGF-like calcium-binding, conserved site,IPR019791:Haem peroxidase, animal, subgroup,	rno00350:Tyrosine metabolism,rno01100:Metabolic pathways,rno04918:Thyroid hormone synthesis,rno05320:Autoimmune thyroid disease,			SM00032:CCP,SM00179:EGF_CA,SM00181:EGF,	Calcium,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Heme,Hydrogen peroxide,Iron,Membrane,Metal-binding,Oxidoreductase,Peroxidase,Reference proteome,Signal,Sushi,Thyroid hormones biosynthesis,Transmembrane,Transmembrane helix,	active site:Proton acceptor,binding site:Heme (covalent; via 2 links),chain:Thyroid peroxidase,disulfide bond,domain:EGF-like; calcium-binding,domain:Sushi,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Calcium,metal ion-binding site:Calcium; via carbonyl oxygen,metal ion-binding site:Iron (heme axial ligand),sequence conflict,signal peptide,site:Transition state stabilizer,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
Q02445	tissue factor pathway inhibitor(Tfpi)	Rattus norvegicus				GO:0007596~blood coagulation,GO:0010951~negative regulation of endopeptidase activity,GO:0032355~response to estradiol,GO:0032496~response to lipopolysaccharide,GO:0071222~cellular response to lipopolysaccharide,GO:0071347~cellular response to interleukin-1,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0009986~cell surface,	GO:0004867~serine-type endopeptidase inhibitor activity,GO:0030414~peptidase inhibitor activity,	IPR002223:Proteinase inhibitor I2, Kunitz metazoa,IPR020901:Proteinase inhibitor I2, Kunitz, conserved site,	rno04610:Complement and coagulation cascades,			SM00131:KU,	Blood coagulation,Complete proteome,Disulfide bond,Glycoprotein,Hemostasis,Protease inhibitor,Reference proteome,Repeat,Secreted,Serine protease inhibitor,Signal,	chain:Tissue factor pathway inhibitor,disulfide bond,domain:BPTI/Kunitz inhibitor 1,domain:BPTI/Kunitz inhibitor 2,domain:BPTI/Kunitz inhibitor 3,glycosylation site:N-linked (GlcNAc...),signal peptide,site:Reactive bond,
P03012	tnpR(tnpR)	Escherichia coli K-12			DNA replication, recombination, and repair,	GO:0015074~DNA integration,		GO:0000150~recombinase activity,GO:0003677~DNA binding,	IPR006118:Recombinase, conserved site,IPR006119:Resolvase, N-terminal,IPR006120:Resolvase, HTH domain,IPR009057:Homeodomain-like,				SM00857:SM00857,	3D-structure,DNA integration,DNA recombination,DNA-binding,Plasmid,Transposable element,	active site:O-(5'-phospho-DNA)-serine intermediate,chain:Transposon gamma-delta resolvase,DNA-binding region:H-T-H motif,helix,strand,turn,
Q9ER41	torsin family 1, member B(Tor1b)	Mus musculus				GO:0007029~endoplasmic reticulum organization,GO:0051085~chaperone mediated protein folding requiring cofactor,GO:0051260~protein homooligomerization,GO:0071763~nuclear membrane organization,	GO:0005634~nucleus,GO:0005635~nuclear envelope,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005788~endoplasmic reticulum lumen,GO:0016020~membrane,GO:0031965~nuclear membrane,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0016887~ATPase activity,	IPR003593:AAA+ ATPase domain,IPR010448:Torsin,IPR017378:Torsin, subgroup,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			PIRSF038079:torsin,	SM00382:AAA,	ATP-binding,Chaperone,Complete proteome,Endoplasmic reticulum,Glycoprotein,Hydrolase,Membrane,Nucleotide-binding,Nucleus,Proteomics identification,Reference proteome,Signal,	chain:Torsin-1B,glycosylation site:N-linked (GlcNAc...),nucleotide phosphate-binding region:ATP,signal peptide,
Q9NZ01	trans-2,3-enoyl-CoA reductase(TECR)	Homo sapiens				GO:0006629~lipid metabolic process,GO:0030497~fatty acid elongation,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,GO:0042761~very long-chain fatty acid biosynthetic process,GO:0055114~oxidation-reduction process,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0005515~protein binding,GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors,GO:0017099~very-long-chain-acyl-CoA dehydrogenase activity,	IPR001104:3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal,	hsa00062:Fatty acid elongation,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01212:Fatty acid metabolism,	614020~Mental retardation, autosomal recessive 14,			3D-structure,Acetylation,Alternative splicing,Complete proteome,Disease mutation,Endoplasmic reticulum,Fatty acid biosynthesis,Fatty acid metabolism,Glycoprotein,Lipid biosynthesis,Lipid metabolism,Membrane,Mental retardation,NADP,Oxidoreductase,Phosphoprotein,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Trans-2,3-enoyl-CoA reductase,glycosylation site:N-linked (GlcNAc...),helix,modified residue,sequence conflict,splice variant,strand,transmembrane region,turn,
